lahmanID,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,bbrefID
614,barklre01,,,1912,9,19,USA,TX,Childress,2000,12,12,USA,TX,Waco,Red,Barkley,,John Duncan,,160,71,R,R,9/2/1937,8/14/1943,,barklre01,barklre01,barkr101,barklre01,barklre01
615,barklsa01,barklsa01m,,1858,5,24,USA,WV,Wheeling,1912,4,20,USA,WV,Wheeling,Sam,Barkley,,Samuel E.,,180,71,R,R,5/1/1884,7/12/1889,,barklsa01,barklsa01,barks101,barklsa01,barklsa01
616,,,barlial99h,1915,4,2,USA,IL,Springfield,1995,12,27,USA,IL,Springfield,Al,Barlick,,Albert Joseph,,,,,,,,,barlial99,barlial99,barla001,barlial99,barlial99
617,barlomi01,,,1948,4,30,USA,NY,Stamford,,,,,,,Mike,Barlow,,Michael Roswell,,210,78,L,R,6/18/1975,6/8/1981,Syracuse,barlomi01,barlomi01,barlm101,barlomi01,barlomi01
618,barloto01,,,1852,,,USA,NY,,,,,,,,Tom,Barlow,,Thomas H.,,,,,,5/2/1872,7/30/1875,,barloto01,barloto01,barlt101,barloto01,barloto01
619,barmebr01,,,1929,10,23,USA,IN,Vincennes,,,,,,,Bruce,Barmes,,Bruce Raymond,Squeaky,165,68,L,R,9/13/1953,9/27/1953,,barmebr01,barmebr01,barmb101,barmebr01,barmebr01
620,barnaba01,,,1915,3,2,USA,WV,Clarksburg,1972,5,18,USA,WV,Charleston,Babe,Barna,,Herbert Paul,,210,74,L,R,9/16/1937,7/28/1943,,barnaba01,barnaba01,barnb102,barnaba01,barnaba01
621,barnach01,,,1900,6,12,USA,CO,Russell Gulch,1977,8,16,USA,TX,Waco,Charlie,Barnabe,,Charles Edward,,164,71,L,L,4/14/1927,5/13/1928,,barnach01,barnach01,barnc101,barnach01,barnach01
622,barnebi01,,,,,,,,,,,,,,,Bill,Barnes,,William H.,,175,70,,,9/27/1884,10/13/1884,,barnebi01,barnebi01,barnb103,barnebi01,barnebi01
623,barnebo01,,,1902,1,6,USA,IL,Washburn,1993,12,8,USA,IL,Peoria,Bob,Barnes,,Robert Avery,Lefty,150,71,L,L,7/8/1924,7/10/1924,,barnebo01,barnebo01,barnb104,barnebo01,barnebo01
624,barnebr01,,,1967,3,25,USA,NC,Roanoke Rapids,,,,,,,Brian,Barnes,,Brian Keith,,170,69,L,L,9/14/1990,7/1/1994,Clemson,barnebr01,barnebr01,barnb001,barnebr01,barnebr01
625,barneep01,,,1900,12,1,USA,NY,Ossining,1980,11,17,USA,NY,Mineola,Eppie,Barnes,,Everett Duane,,175,69,L,L,9/25/1923,9/24/1924,,barneep01,barneep01,barne101,barneep01,barneep01
626,barnefr01,,,1900,1,9,USA,TX,Dallas,1967,9,27,USA,TX,Houston,Frank,Barnes,,Frank Samuel,Lefty,195,74,L,L,4/18/1929,9/26/1930,,barnefr01,barnefr01,barnf101,barnefr01,barnefr01
627,barnefr02,,,1926,8,26,USA,MS,Longwood,,,,,,,Frank,Barnes,,Frank,,170,72,R,R,9/22/1957,5/14/1960,,barnefr02,barnefr02,barnf102,barnefr02,barnefr02
628,barneho01,,,1900,1,31,USA,NY,Fulton,1981,6,18,USA,NY,Lockport,Honey,Barnes,,John Francis,,175,70,L,R,4/20/1926,4/20/1926,,barneho01,barneho01,barnh101,barneho01,barneho01
629,barneje01,,,1892,8,26,USA,OK,Perkins,1961,9,9,USA,NM,Santa Rosa,Jesse,Barnes,,Jesse Lawrence,Nubby,170,72,L,R,7/30/1915,8/20/1927,,barneje01,barneje01,barnj102,barneje01,barneje01
630,barnejo01,,,1976,4,24,USA,CA,San Diego,,,,,,,John,Barnes,,,,205,74,R,R,9/16/2000,8/26/2001,,barnejo01,barnejo01,barnj001,barnejo01,barnejo01
631,barneju01,,,1911,12,1,USA,NC,Linwood,1963,12,31,USA,NC,Jacksonville,Junie,Barnes,,Junie Shoaf,Lefty,170,71,L,L,9/12/1934,9/21/1934,,barneju01,barneju01,barnj101,barneju01,barneju01
632,barnela01,,,1974,7,23,USA,CA,Bakersfield,,,,,,,Larry,Barnes,,,,195,73,L,L,4/11/2001,7/31/2003,,barnela01,barnela01,barnl001,barnela01,barnela01
633,barnelu01,,,1947,4,28,USA,IA,Forest City,,,,,,,Lute,Barnes,,Luther Owens,,160,70,R,R,8/6/1972,9/26/1973,,barnelu01,barnelu01,barnl102,barnelu01,barnelu01
634,barnere01,,,1904,12,25,USA,AL,Suggsville,1959,7,3,USA,AL,Mobile,Red,Barnes,,Emile Deering,,158,70,L,R,9/29/1927,9/20/1930,,barnere01,barnere01,barnr104,barnere01,barnere01
635,barneri01,,,1959,7,21,USA,FL,Palm Beach,,,,,,,Rich,Barnes,,Richard Monroe,,186,76,R,L,7/18/1982,9/25/1983,,barneri01,barneri01,barnr101,barneri01,barneri01
636,barnero01,,barnero01h,1850,5,8,USA,NY,Mount Morris,1915,2,5,USA,IL,Chicago,Ross,Barnes,,Charles Roscoe,,145,68,R,R,5/5/1871,9/21/1881,,barnero01,barnero01,barnr102,barnero01,barnero01
637,barnesa01,,,1899,12,18,USA,AL,Suggsville,1981,2,19,USA,AL,Montgomery,Sam,Barnes,,Samuel Thomas,,150,68,L,R,9/14/1921,10/2/1921,,barnesa01,barnesa01,barns101,barnesa01,barnesa01
638,barnesk01,,,1957,3,3,USA,OH,Cincinnati,,,,,,,Skeeter,Barnes,,William Henry,,175,71,R,R,9/6/1983,6/20/1994,Cincinnati,barnesk01,barnesk01,barns001,barnesk01,barnesk01
639,barnevi01,,,1897,3,5,USA,KS,Ontario,1958,7,24,USA,KS,Wichita,Virgil,Barnes,,Virgil Jennings,Zeke,165,72,R,R,9/25/1919,9/15/1928,,barnevi01,barnevi01,barnv101,barnevi01,barnevi01
640,barneed01,,,1890,1,23,USA,WI,Amery,1967,10,4,USA,WI,Rice Lake,Ed,Barney,,Edmund J.,,178,70,L,R,7/22/1915,7/2/1916,,barneed01,barneed01,barne104,barneed01,barneed01
641,barnere02,,,1924,12,19,USA,NE,Omaha,1997,8,12,USA,MD,Baltimore,Rex,Barney,,Rex Edward,,185,75,R,R,8/18/1943,9/4/1950,,barnere02,barnere02,barnr103,barnere02,barnere02
642,barnhcl01,,,1895,12,29,USA,PA,Buck Valley,1980,1,21,USA,MD,Hagerstown,Clyde,Barnhart,,Clyde Lee,Pooch,155,70,R,R,9/22/1920,8/23/1928,,barnhcl01,barnhcl01,barnc102,barnhcl01,barnhcl01
643,barnhed01,,,1904,9,16,USA,MO,Providence,1984,9,14,USA,MO,Columbia,Edgar,Barnhart,,Edgar Vernon,,160,70,L,R,9/23/1924,9/23/1924,,barnhed01,barnhed01,barne103,barnhed01,barnhed01
644,barnhle01,,,1905,2,23,USA,KS,Hoxie,1971,10,7,USA,AZ,Scottsdale,Les,Barnhart,,Leslie Earl,Barney,180,72,R,R,9/22/1928,9/27/1930,,barnhle01,barnhle01,barnl101,barnhle01,barnhle01
645,barnhvi01,,,1922,9,1,USA,MD,Hagerstown,,,,,,,Vic,Barnhart,,Victor Dee,,188,72,R,R,10/1/1944,4/21/1946,,barnhvi01,barnhvi01,barnv102,barnhvi01,barnhvi01
646,barnige01,,,1917,8,26,USA,MA,Fitchburg,1990,10,10,USA,FL,Largo,George,Barnicle,,George Bernard,Barney,175,74,R,R,9/6/1939,4/19/1941,,barnige01,barnige01,barng101,barnige01,barnige01
647,barnibi01,barnibi01m,,1853,1,26,USA,NY,New York,1900,7,15,USA,CT,Hartford,Billy,Barnie,,William Harrison,Bald Billy,157,67,,,5/7/1874,6/28/1886,,barnibi01,barnibi01,barnb101,barnibi01,barnibi01
648,barnoed01,,,1943,8,23,USA,PA,Scranton,,,,,,,Ed,Barnowski,,Edward Anthony,,195,74,R,R,9/8/1965,9/16/1966,,barnoed01,barnoed01,barne102,barnoed01,barnoed01
649,barojsa01,,,1957,6,16,Mexico,30,Cordoba,,,,,,,Salome,Barojas,,Salome (Romero),,160,69,R,R,4/11/1982,9/26/1988,,barojsa01,barojsa01,baros001,barojsa01,barojsa01
650,barondi01,,,1932,10,13,USA,CA,San Jose,,,,,,,Dick,Barone,,Richard Anthony,,165,69,R,R,9/22/1960,9/27/1960,,barondi01,barondi01,barod101,barondi01,barondi01
651,barrbo01,,,1856,12,,USA,DC,Washington,1930,3,11,USA,DC,Washington,Bob,Barr,,Robert McClelland,,192,73,R,R,6/23/1883,9/12/1891,,barrbo01,barrbo01,barrb101,barrbo01,barrbo01
652,barrbo02,,,1908,3,12,USA,MA,Newton,2002,7,25,USA,NH,Dover,Bob,Barr,,Robert Alexander,,175,72,R,R,9/11/1935,9/14/1935,,barrbo02,barrbo02,barrb103,barrbo02,barrbo02
653,barrji01,,barrji01h,1948,2,10,USA,CA,Lynwood,,,,,,,Jim,Barr,,James Leland,,205,75,R,R,7/31/1971,10/2/1983,,barrji01,barrji01,barrj101,barrji01,barrji01
654,barrsc01,,,1886,10,6,USA,TN,Bristol,1934,12,2,USA,TX,Ft.Worth,Scotty,Barr,,Hyder Edward,,175,72,R,R,8/22/1908,7/17/1909,,barrsc01,barrsc01,barrs102,barrsc01,barrsc01
655,barrst01,,,1951,9,8,USA,MO,St. Louis,,,,,,,Steve,Barr,,Steven Charles,,200,76,L,L,10/1/1974,9/29/1976,,barrst01,barrst01,barrs103,barrst01,barrst01
656,barracu01,,,1932,6,20,USA,CA,Sacramento,,,,,,,Cuno,Barragan,,Facundo Anthony,,180,71,R,R,9/1/1961,4/21/1963,,barracu01,barracu01,barrc101,barracu01,barracu01
657,barrage01,,,1956,10,19,Mexico,30,Veracruz,,,,,,,German,Barranca,,German (Costales),,160,72,L,R,9/2/1979,7/11/1982,,barrage01,barrage01,barrg101,barrage01,barrage01
658,barre01,,,,,,,,,,,,,,,,Barrett,,,,,,,,9/18/1872,10/31/1872,,barre01,barre01,barru101,barre01,barre01
659,barrebi01,,,,,,,,,,,,,,,Bill,Barrett,,William,,,,,,7/8/1871,10/18/1873,,barrebi01,barrebi01,barrb102,barrebi01,barrebi01
660,barrebi02,,,1900,5,28,USA,MA,Cambridge,1951,1,26,USA,MA,Cambridge,Bill,Barrett,,William Joseph,Whispering Bill,175,72,R,R,5/13/1921,5/31/1930,,barrebi02,barrebi02,barrb105,barrebi02,barrebi02
661,barrebo01,,,1899,1,27,USA,GA,Atlanta,1982,1,18,USA,GA,Atlanta,Bob,Barrett,,Robert Schley,Jumbo,175,71,R,R,4/30/1923,8/1/1929,,barrebo01,barrebo01,barrb104,barrebo01,barrebo01
662,barredi01,,,1906,9,28,USA,PA,Montoursville,1966,10,30,USA,WA,Seattle,Dick,Barrett,,Tracy Souter,Kewpie Dick,175,69,R,R,6/27/1933,9/30/1945,,barredi01,barredi01,barrd101,barredi01,barredi01
663,barrefr01,,,1913,7,1,USA,FL,Fort Lauderdale,1998,3,6,USA,FL,Leesburg,Frank,Barrett,,Francis Joseph,Red,173,74,R,R,10/1/1939,9/15/1950,,barrefr01,barrefr01,barrf104,barrefr01,barrefr01
664,barreji01,,,1875,3,28,USA,MA,Athol,1921,10,24,USA,MI,Detroit,Jimmy,Barrett,,James Erigena,,170,67,L,R,9/13/1899,5/13/1908,,barreji01,barreji01,barrj103,barreji01,barreji01
665,barrejo01,,,1915,12,18,USA,MA,Lowell,1974,8,17,USA,NH,Seabrook Beach,Johnny,Barrett,,John Joseph,Jack,170,70,L,L,4/14/1942,9/26/1946,,barrejo01,barrejo01,barrj106,barrejo01,barrejo01
666,barrema01,,,1860,11,,USA,NY,Port Henry,1910,1,29,USA,MA,Holyoke,Marty,Barrett,,Martin F.,,170,69,R,R,6/24/1884,10/15/1884,,barrema01,barrema01,barrm101,barrema01,barrema01
667,barrema02,,,1958,6,23,USA,CA,Arcadia,,,,,,,Marty,Barrett,,Martin Glenn,,175,70,R,R,9/6/1982,5/7/1991,Arizona State,barrema02,barrema02,barrm001,barrema02,barrema02
668,barremi01,,,1976,10,22,USA,GA,Atlanta,,,,,,,Michael,Barrett,,,,225,72,R,R,9/19/1998,,,barremi01,barremi01,barrm003,barremi01,barremi01
669,barrere01,,,1915,2,14,USA,CA,Santa Barbara,1990,7,28,USA,NC,Wilson,Red,Barrett,,Charles Henry,,183,71,R,R,9/15/1937,9/29/1949,,barrere01,barrere01,barrr101,barrere01,barrere01
670,barreti01,,,1961,1,24,USA,IN,Huntingburg,,,,,,,Tim,Barrett,,Timothy Wayne,,185,73,L,R,7/18/1988,8/9/1988,Indiana State,barreti01,barreti01,barrt001,barreti01,barreti01
671,barreto01,,,1960,4,2,USA,CA,San Fernando,,,,,,,Tom,Barrett,,Thomas Loren,,157,69,B,R,7/2/1988,8/16/1992,Arizona,barreto01,barreto01,barrt002,barreto01,barreto01
672,barrifr01,,,1953,6,10,Mexico,26,Hermosillo,1982,4,9,Mexico,26,Hermosillo,Francisco,Barrios,,Francisco Javier (Jimenez),,155,71,R,R,8/18/1974,6/3/1981,,barrifr01,barrifr01,barrf101,barrifr01,barrifr01
673,barrijo01,,,1957,6,26,USA,NY,New York,,,,,,,Jose,Barrios,,Jose Manuel,,195,76,R,R,4/23/1982,5/7/1982,Miami-Dade CC,barrijo01,barrijo01,barrj102,barrijo01,barrijo01
674,barrima01,,,1974,9,21,Panama,,Cabecera,,,,,,,Manuel,Barrios,,Manuel Antonio,,170,72,R,R,9/16/1997,7/3/1998,,barrima01,barrima01,barrm002,barrima01,barrima01
675,barrofr02,,,1890,8,6,USA,WV,St. Marys,1964,9,18,USA,WV,St.Marys,Frank,Barron,,Frank John,,175,73,L,L,8/19/1914,8/19/1914,,barrofr02,barrofr02,barrf103,barrofr02,barrofr02
676,barrore01,,,1900,6,21,USA,GA,Clarksville,1982,10,4,USA,GA,Atlanta,Red,Barron,,David Irenus,,185,71,R,R,6/10/1929,7/7/1929,,barrore01,barrore01,barrr103,barrore01,barrore01
677,barroto01,,,1966,8,17,USA,OR,Portland,,,,,,,Tony,Barron,,Anthony Dirk,,185,72,R,R,6/2/1996,9/28/1997,Willamette,barroto01,barroto01,barrt003,barroto01,barroto01
678,,barroed99m,barroed99h,1868,5,10,USA,IL,Springfield,1953,12,15,USA,NY,Port Chester,Ed,Barrow,,Edward Grant,,,,,,,,,barroed99,barroed99,barre801,barroed99,barroed99
679,barrocu01,,,1883,10,20,USA,ME,Gray,1955,2,10,USA,ME,Gorham,Cuke,Barrows,,Roland,,158,68,L,R,9/18/1909,9/10/1912,,barrocu01,barrocu01,barrc102,barrocu01,barrocu01
680,barrofr01,,,1844,10,22,USA,OH,Hudson,1922,2,6,USA,MA,Fitchburg,Frank,Barrows,,Franklin Lee,,,,,,5/20/1871,10/7/1871,,barrofr01,barrofr01,barrf102,barrofr01,barrofr01
681,barryed01,,,1882,10,2,USA,WI,Madison,1920,6,19,USA,MA,Montague,Ed,Barry,,Edward,Jumbo,185,75,,L,8/21/1905,10/4/1907,,barryed01,barryed01,barre101,barryed01,barryed01
682,barryha01,,,1891,3,26,USA,CA,Susanville,1969,11,5,USA,NV,Carson City,Hardin,Barry,,Hardin,Finn,185,72,R,R,6/21/1912,7/13/1912,,barryha01,barryha01,barrh101,barryha01,barryha01
683,barryja01,barryja01m,barryja01h,1887,4,26,USA,CT,Meriden,1961,4,23,USA,MA,Shrewsbury,Jack,Barry,,John Joseph,,158,69,R,R,7/13/1908,6/23/1919,,barryja01,barryja01,barrj104,barryja01,barryja01
684,barryje01,,,1969,9,22,USA,OR,Medford,,,,,,,Jeff,Barry,,Jeffrey Finas,,190,73,B,R,6/9/1995,10/3/1999,San Diego State,barryje01,barryje01,barrj001,barryje01,barryje01
685,barryri01,,,1940,9,12,USA,CA,Berkeley,,,,,,,Rich,Barry,,Richard Donovan,,205,76,R,R,7/4/1969,8/19/1969,,barryri01,barryri01,barrr102,barryri01,barryri01
686,barrysh01,,,1878,10,27,USA,NY,Newburgh,1936,11,27,USA,CA,Los Angeles,Shad,Barry,,John C.,,,,R,R,5/30/1899,10/7/1908,,barrysh01,barrysh01,barrs101,barrysh01,barrysh01
687,barryto01,,,1879,4,10,USA,MO,St. Louis,1946,6,4,USA,MO,St.Louis,Tom,Barry,,Thomas Arthur,,155,69,,R,4/15/1904,4/15/1904,,barryto01,barryto01,barrt101,barryto01,barryto01
688,barteki01,,,1972,7,21,USA,NE,Omaha,,,,,,,Kimera,Bartee,,Kimera Anotchi,,175,72,R,R,4/3/1996,8/3/2001,Creighton,barteki01,barteki01,bartk001,barteki01,barteki01
689,bartedi01,,bartedi01h,1907,11,22,USA,IL,Chicago,1995,8,4,USA,CA,Alameda,Dick,Bartell,,Richard William,"Rowdy Richard,Shortwave",160,69,R,R,10/2/1927,5/24/1946,,bartedi01,bartedi01,bartd101,bartedi01,bartedi01
690,barthbo01,,,1924,7,15,USA,CT,New Haven,2000,4,14,USA,CT,Branford,Bob,Barthelson,,Robert Edward,,185,72,R,R,7/4/1944,9/27/1944,,barthbo01,barthbo01,bartb103,barthbo01,barthbo01
691,barthjo01,,,1882,4,14,USA,PA,Philadelphia,1946,11,4,USA,PA,Fairview Village,John,Barthold,,John Francis,Hans,180,71,B,R,5/17/1904,6/8/1904,,barthjo01,barthjo01,bartj101,barthjo01,barthjo01
692,barthle01,,,1903,4,4,USA,WI,Madison,1972,9,19,USA,IL,Barrington,Les,Bartholomew,,Lester Justin,,195,71,R,L,4/11/1928,8/19/1932,,barthle01,barthle01,bartl101,barthle01,barthle01
693,bartito01,,,1932,5,9,USA,PA,Pittsburgh,,,,,,,Tony,Bartirome,,Anthony Joseph,,155,70,L,L,4/19/1952,9/28/1952,,bartito01,bartito01,bartt101,bartito01,bartito01
694,bartlbi01,,,1885,1,8,USA,OH,Cincinnati,1965,5,17,USA,OH,Cincinnati,Bill,Bartley,,William Jackson,,190,71,R,R,9/15/1903,9/20/1907,,bartlbi01,bartlbi01,bartb102,bartlbi01,bartlbi01
695,bartlbo01,,,1920,2,11,USA,IL,Chicago,,,,,,,Boyd,Bartley,,Boyd Owen,,165,68,R,R,5/30/1943,6/7/1943,,bartlbo01,bartlbo01,bartb104,bartlbo01,bartlbo01
696,bartlir01,,,1914,6,27,USA,MI,Bay City,1973,6,12,USA,MI,Westland,Irv,Bartling,,Henry Irving,,175,72,R,R,9/8/1938,9/29/1938,,bartlir01,bartlir01,barti101,bartlir01,bartlir01
697,bartobo01,,bartobo01h,1941,7,30,USA,OH,Norwood,,,,,,,Bob,Barton,,Robert Wilbur,,175,72,R,R,9/17/1965,7/30/1974,,bartobo01,bartobo01,bartb101,bartobo01,bartobo01
698,bartoha01,,,1875,1,20,USA,PA,Chester,1955,1,25,USA,PA,Upland,Harry,Barton,,Harry Lamb,,155,66,B,R,4/15/1905,9/26/1905,,bartoha01,bartoha01,barth101,bartoha01,bartoha01
699,bartosh01,,,1963,5,14,USA,CA,Los Angeles,,,,,,,Shawn,Barton,,Shawn Edward,,195,75,R,L,8/6/1992,9/6/1996,Nevada,bartosh01,bartosh01,barts001,bartosh01,bartosh01
700,bartovi01,,,1908,2,1,CAN,AB,Edmonton,1973,9,13,CAN,ON,Toronto,Vince,Barton,,Vincent David,,180,72,L,R,7/17/1931,7/24/1932,,bartovi01,bartovi01,bartv101,bartovi01,bartovi01
701,bartoda01,,,1917,3,24,USA,MO,St. Louis,2006,4,30,USA,TN,Nashville,Dave,Bartosch,,David Robert,,190,73,R,R,4/28/1945,7/22/1945,,bartoda01,bartoda01,bartd102,bartoda01,bartoda01
702,bartsch01,,,1865,3,13,USA,IL,Peoria,1936,6,9,USA,IL,Peoria,Charlie,Bartson,,Charles Franklin,,170,72,,,5/14/1890,9/16/1890,,bartsch01,bartsch01,bartc101,bartsch01,bartsch01
703,basgamo01,,,1922,2,8,USA,KS,Pfeifer,2005,9,22,USA,AZ,Sierra Vista,Monty,Basgall,,Romanus,,175,70,R,R,4/19/1948,8/11/1951,,basgamo01,basgamo01,basgm101,basgamo01,basgamo01
704,bashaal01,,,1888,8,22,USA,OH,Cincinnati,1967,6,23,USA,OH,Cincinnati,Al,Baschang,Formerly thought to be Al Bashang,Albert C.,,150,68,B,R,7/30/1912,7/13/1918,,bashaal01,bashaal01,basha101,bashaal01,bashaal01
705,bashowa01,,,1909,10,6,USA,PA,Harrisburg,1984,9,26,USA,FL,Sebring,Walt,Bashore,born Walter Franklin Beshore,Walter Franklin,,170,72,R,R,7/14/1936,8/7/1936,,bashowa01,bashowa01,bashw101,bashowa01,bashowa01
706,basined01,,,1922,11,4,USA,NY,Buffalo,,,,,,,Eddie,Basinski,,Edwin Frank,"Bazooka,Fiddler",172,73,R,R,5/20/1944,7/4/1947,,basined01,basined01,basie101,basined01,basined01
707,baskeji01,,,1887,12,10,USA,TN,Athens,1942,7,30,USA,TN,Athens,Jim,Baskette,,James Blaine,Big Jim,185,74,R,R,9/22/1911,5/9/1913,,baskeji01,baskeji01,baskj101,baskeji01,baskeji01
708,bassdi01,,,1906,7,7,USA,TN,Rogersville,1989,2,3,USA,FL,Graceville,Dick,Bass,,Richard William,,175,74,R,R,9/21/1939,9/21/1939,,bassdi01,bassdi01,bassd102,bassdi01,bassdi01
709,bassdo01,,,1898,12,4,USA,GA,Macon,1970,1,12,USA,GA,Macon,Doc,Bass,Also Played One Game In 1918 Under Name Of Johnson,William Capers,,165,70,L,L,7/29/1918,7/29/1918,,bassdo01,bassdo01,bassd101,bassdo01,bassdo01
710,bassjo01,,,1848,,,USA,SC,Charleston,1888,9,25,USA,CO,Denver,John,Bass,,John Elias,,150,66,,,5/4/1871,,,bassjo01,bassjo01,bassj101,bassjo01,bassjo01
711,basske01,,,1959,5,12,USA,CA,Redwood City,,,,,,,Kevin,Bass,,Kevin Charles,,183,72,B,R,4/9/1982,10/1/1995,,basske01,basske01,bassk001,basske01,basske01
712,bassno01,,,1939,1,21,USA,MS,Laurel,,,,,,,Norm,Bass,,Norman Delaney (Jr.),,205,75,R,R,4/23/1961,4/26/1963,,bassno01,bassno01,bassn101,bassno01,bassno01
713,bassra01,,,1954,3,13,USA,OK,Lawton,,,,,,,Randy,Bass,,Randy William,,210,73,L,R,9/3/1977,6/7/1982,,bassra01,bassra01,bassr101,bassra01,bassra01
714,bassech01,,,1863,2,9,USA,RI,Central Falls,1942,5,28,USA,RI,Pawtucket,Charley,Bassett,,Charles Edwin,,150,70,R,R,7/22/1884,10/15/1892,,bassech01,bassech01,bassc101,bassech01,bassech01
715,bassljo01,,,1895,6,3,USA,PA,Mechanics Grove,1979,6,29,USA,CA,Santa Monica,Johnny,Bassler,,John Landis,,170,69,L,R,7/11/1913,9/30/1927,,bassljo01,bassljo01,bassj102,bassljo01,bassljo01
716,bastich01,,,1860,7,4,USA,PA,Philadelphia,1932,1,18,USA,NJ,Pennsauken,Charlie,Bastian,,Charles J.,,145,66,R,R,8/18/1884,8/22/1891,,bastich01,bastich01,bastc101,bastich01,bastich01
717,batchem01,,,1880,1,21,USA,NY,Brooklyn,1926,8,23,USA,NY,Brooklyn,Emil,Batch,,Emil,"Heinie,Ace",170,67,R,R,9/13/1904,10/5/1907,,batchem01,batchem01,batce101,batchem01,batchem01
718,batchjo01,,,1898,7,11,USA,MA,Wenham,1989,5,5,USA,MA,Beverly,Joe,Batchelder,,Joseph Edmund,Win,165,67,R,L,9/29/1923,5/20/1925,,batchjo01,batchjo01,batcj101,batchjo01,batchjo01
719,batchri01,,,1967,4,8,USA,SC,Florence,,,,,,,Rich,Batchelor,,Richard Anthony,,195,73,R,R,9/3/1993,7/15/1997,,batchri01,batchri01,batcr001,batchri01,batchri01
720,batemjo01,,,1940,7,21,USA,TX,Killeen,1996,12,3,USA,OK,Sand Springs,John,Bateman,,John Alvin,,210,75,R,R,4/19/1963,10/3/1972,,batemjo01,batemjo01,batej102,batemjo01,batemjo01
721,batesbi01,,,1963,12,7,USA,TX,Houston,,,,,,,Billy,Bates,,William Derrick,,155,67,L,R,8/17/1989,10/2/1990,Texas,batesbi01,batesbi01,bateb001,batesbi01,batesbi01
722,batesbu01,,,1912,3,16,USA,CA,Los Angeles,1987,4,29,USA,CA,Long Beach,Bud,Bates,,Hubert Edgar,,165,72,R,R,9/16/1939,10/1/1939,,batesbu01,batesbu01,bateb101,batesbu01,batesbu01
723,batesch01,,,1907,9,17,USA,PA,Philadelphia,1980,1,29,USA,KS,Topeka,Charlie,Bates,,Charles William,,165,70,R,R,9/22/1927,10/2/1927,,batesch01,batesch01,batec101,batesch01,batesch01
724,batesde01,,,1940,6,12,USA,WA,Seattle,,,,,,,Del,Bates,,Delbert Oakley,,195,74,L,R,5/6/1970,6/5/1970,,batesde01,batesde01,bated101,batesde01,batesde01
725,batesdi01,,,1945,10,7,USA,OH,McArthur,,,,,,,Dick,Bates,,Charles Richard,,190,72,L,R,4/27/1969,4/27/1969,,batesdi01,batesdi01,bated102,batesdi01,batesdi01
726,batesfr01,,,1876,9,28,USA,TN,Cleveland,,,,,,,Frank,Bates,,Creed Napoleon,,156,70,,,10/7/1898,5/22/1899,,batesfr01,batesfr01,batef101,batesfr01,batesfr01
727,batesja01,,,1971,1,5,USA,CA,Downey,,,,,,,Jason,Bates,,Jason Charles,,170,71,B,R,4/26/1995,9/27/1998,Arizona,batesja01,batesja01,batej001,batesja01,batesja01
728,batesjo01,,,1868,5,28,USA,OH,,1919,3,24,USA,CA,Oakland,John,Bates,,John William,,,,,,8/25/1889,8/25/1889,,batesjo01,batesjo01,batej103,batesjo01,batesjo01
729,batesjo02,,,1882,8,21,USA,OH,Steubenville,1949,2,10,USA,OH,Steubenville,Johnny,Bates,,John William,,168,67,L,L,4/12/1906,10/10/1914,,batesjo02,batesjo02,batej101,batesjo02,batesjo02
730,batesra01,,,1890,2,8,USA,NJ,Paterson,1970,8,15,USA,AZ,Tucson,Ray,Bates,,Raymond,,165,72,R,R,5/31/1913,9/24/1917,,batesra01,batesra01,bater101,batesra01,batesra01
731,bathebi01,,,1960,10,14,USA,CA,Downey,,,,,,,Bill,Bathe,,William David,,200,74,R,R,4/12/1986,10/3/1990,Pepperdine,bathebi01,bathebi01,bathb001,bathebi01,bathebi01
732,batismi01,,,1971,2,19,D.R.,,Santo Domingo,,,,,,,Miguel,Batista,,Miguel Jerez (Decartes),,210,73,R,R,4/11/1992,,,batismi01,batismi01,batim001,batismi01,batismi01
733,batisra01,,,1947,10,20,D.R.,,San Pedro de Macoris,,,,,,,Rafael,Batista,,Rafael (Sanchez),El Gallo (The Rooster),195,73,L,L,6/17/1973,4/27/1975,,batisra01,batisra01,batir101,batisra01,batisra01
734,batisto01,,,1973,12,9,D.R.,,Puerto Plata,,,,,,,Tony,Batista,,Leocadio,,180,72,R,R,6/3/1996,9/30/2007,,batisto01,batisto01,batit001,batisto01,batisto01
735,batiske01,,,1966,10,21,USA,TX,Galveston,,,,,,,Kevin,Batiste,,Kevin Wade,,178,74,R,R,6/13/1989,6/21/1989,,batiske01,batiske01,batik001,batiske01,batiske01
736,batiski01,,,1968,3,15,USA,LA,New Orleans,,,,,,,Kim,Batiste,,Kimothy Emil,,175,72,R,R,9/8/1991,9/28/1996,,batiski01,batiski01,batik002,batiski01,batiski01
737,batscbi01,,,1892,5,18,,,,1963,12,31,USA,OH,Canton,Bill,Batsch,,,,168,70,R,R,9/9/1916,9/9/1916,,batscbi01,batscbi01,batsb101,batscbi01,batscbi01
738,battala01,,,1876,5,1,USA,NY,Brooklyn,1938,1,27,USA,NY,Brooklyn,Larry,Battam,,Lawrence J.,,166,71,,,9/28/1895,9/30/1895,,battala01,battala01,battl101,battala01,battala01
